user_id;index;user_answer;correct_answer;time_taken;condition;mat_size;
1;0;Convexity_Big;Convexity_Big;9.369584321975708;CourbureTaille;16;
1;1;Convexity_Small;Convexity_Small;14.299155235290527;CourbureTaille;16;
1;2;Convexity_Small;Convexity_Small;17.59639048576355;CourbureTaille;16;
1;3;Concavity_Big;Concavity_Big;6.9926536083221436;CourbureTaille;16;
1;4;Convexity_Small;Convexity_Small;12.04989504814148;CourbureTaille;36;
1;5;Concavity_Small;Concavity_Small;11.006921529769897;CourbureTaille;36;
1;6;Convexity_Big;Convexity_Big;18.242249488830566;CourbureTaille;36;
1;7;Concavity_Small;Concavity_Small;10.275980710983276;CourbureTaille;36;
1;8;Big;Big;1.3372716903686523;Taille;36;
1;9;Small;Small;0.7659368515014648;Taille;36;
1;10;Big;Big;0.7844884395599365;Taille;36;
1;11;Small;Small;0.6611018180847168;Taille;36;
1;12;Small;Small;0.9188063144683838;Taille;25;
1;13;Big;Big;0.7439723014831543;Taille;25;
1;14;Big;Big;0.9232940673828125;Taille;25;
1;15;Big;Big;0.7681624889373779;Taille;25;
1;16;Convexity_Big;Convexity_Big;0.9781358242034912;Courbure;16;
1;17;Concavity_Big;Concavity_Big;3.826188564300537;Courbure;16;
1;18;Convexity_Big;Convexity_Big;3.6434035301208496;Courbure;16;
1;19;Convexity_Big;Convexity_Big;2.466135263442993;Courbure;16;
1;20;Concavity_Big;Concavity_Big;2.7795028686523438;Courbure;25;
1;21;Concavity_Big;Concavity_Big;2.6229248046875;Courbure;25;
1;22;Convexity_Big;Convexity_Big;1.3549830913543701;Courbure;25;
1;23;Convexity_Big;Convexity_Big;3.9168455600738525;Courbure;25;
1;24;Convexity_Big;Convexity_Big;0.8059155941009521;Courbure;36;
1;25;Concavity_Big;Concavity_Big;0.7339072227478027;Courbure;36;
1;26;Convexity_Big;Convexity_Big;1.2435204982757568;Courbure;36;
1;27;Concavity_Big;Concavity_Big;1.3836920261383057;Courbure;36;
1;28;Small;Small;0.7089853286743164;Taille;16;
1;29;Small;Small;0.6328544616699219;Taille;16;
1;30;Small;Small;0.5762813091278076;Taille;16;
1;31;Big;Big;0.6966052055358887;Taille;16;
1;32;Concavity_Small;Concavity_Small;8.718634128570557;CourbureTaille;25;
1;33;Concavity_Small;Concavity_Small;5.430022478103638;CourbureTaille;25;
1;34;Convexity_Small;Convexity_Small;14.648597717285156;CourbureTaille;25;
1;35;Concavity_Big;Concavity_Big;19.701992511749268;CourbureTaille;25;
4;0;Big;Big;1.2283310890197754;Taille;16;
4;1;Big;Big;0.8701739311218262;Taille;16;
4;2;Big;Big;0.6809749603271484;Taille;16;
4;3;Small;Small;0.951901912689209;Taille;16;
4;4;Big;Big;0.6444721221923828;Taille;36;
4;5;Small;Small;0.7360179424285889;Taille;36;
4;6;Big;Big;0.7686631679534912;Taille;36;
4;7;Small;Small;0.8781919479370117;Taille;36;
4;8;Convexity_Big;Convexity_Big;0.8842267990112305;Courbure;36;
4;9;Convexity_Big;Convexity_Big;0.6964321136474609;Courbure;36;
4;10;Convexity_Big;Convexity_Big;0.8228087425231934;Courbure;36;
4;11;Convexity_Big;Convexity_Big;0.5909750461578369;Courbure;36;
4;12;Concavity_Big;Concavity_Big;1.6293509006500244;Courbure;25;
4;13;Convexity_Big;Convexity_Big;0.9859068393707275;Courbure;25;
4;14;Concavity_Big;Concavity_Big;1.0945689678192139;Courbure;25;
4;15;Concavity_Big;Concavity_Big;0.9561460018157959;Courbure;25;
4;16;Convexity_Big;Convexity_Big;2.850893020629883;CourbureTaille;16;
4;17;Concavity_Big;Concavity_Big;1.6992239952087402;CourbureTaille;16;
4;18;Convexity_Big;Convexity_Big;1.1789319515228271;CourbureTaille;16;
4;19;Convexity_Big;Convexity_Big;1.4608592987060547;CourbureTaille;16;
4;20;Concavity_Big;Concavity_Big;3.8431999683380127;CourbureTaille;25;
4;21;Concavity_Big;Concavity_Big;3.199718952178955;CourbureTaille;25;
4;22;Concavity_Big;Concavity_Big;1.65339994430542;CourbureTaille;25;
4;23;Convexity_Small;Convexity_Small;3.0060558319091797;CourbureTaille;25;
4;24;Convexity_Small;Convexity_Small;3.025209665298462;CourbureTaille;36;
4;25;Concavity_Small;Concavity_Small;1.5829081535339355;CourbureTaille;36;
4;26;Convexity_Small;Convexity_Small;3.860806941986084;CourbureTaille;36;
4;27;Concavity_Small;Concavity_Small;3.7501978874206543;CourbureTaille;36;
4;28;Convexity_Big;Convexity_Big;1.2082760334014893;Courbure;16;
4;29;Convexity_Big;Convexity_Big;0.9064450263977051;Courbure;16;
4;30;Convexity_Big;Convexity_Big;0.6867268085479736;Courbure;16;
4;31;Convexity_Big;Convexity_Big;0.9550929069519043;Courbure;16;
4;32;Big;Big;0.6353669166564941;Taille;25;
4;33;Small;Small;0.7478349208831787;Taille;25;
4;34;Big;Big;0.5120859146118164;Taille;25;
4;35;Small;Small;0.694922924041748;Taille;25;
5;0;Big;Big;0.8477118015289307;Taille;25;
5;1;Big;Big;0.8003668785095215;Taille;25;
5;2;Small;Small;0.944467306137085;Taille;25;
5;3;Big;Big;0.6705868244171143;Taille;25;
5;4;Convexity_Big;Convexity_Big;0.9368350505828857;Courbure;16;
5;5;Convexity_Big;Convexity_Big;0.9274280071258545;Courbure;16;
5;6;Convexity_Big;Convexity_Big;0.6859180927276611;Courbure;16;
5;7;Convexity_Big;Convexity_Big;0.760178804397583;Courbure;16;
5;8;Convexity_Big;Convexity_Big;1.6269042491912842;CourbureTaille;16;
5;9;Convexity_Small;Convexity_Small;2.9399187564849854;CourbureTaille;16;
5;10;Concavity_Small;Concavity_Small;3.985469102859497;CourbureTaille;16;
5;11;Convexity_Small;Convexity_Small;2.6037487983703613;CourbureTaille;16;
5;12;Convexity_Big;Convexity_Big;0.8768332004547119;Courbure;36;
5;13;Concavity_Big;Concavity_Big;0.8861329555511475;Courbure;36;
5;14;Concavity_Big;Concavity_Big;0.8500490188598633;Courbure;36;
5;15;Convexity_Big;Convexity_Big;1.0668401718139648;Courbure;36;
5;16;Convexity_Big;Convexity_Big;2.6190550327301025;CourbureTaille;25;
5;17;Concavity_Big;Concavity_Big;5.511067152023315;CourbureTaille;25;
5;18;Concavity_Small;Concavity_Small;3.147284984588623;CourbureTaille;25;
5;19;Convexity_Small;Convexity_Small;5.7293860912323;CourbureTaille;25;
5;20;Convexity_Big;Convexity_Big;5.159163236618042;CourbureTaille;36;
5;21;Convexity_Small;Convexity_Small;3.6101629734039307;CourbureTaille;36;
5;22;Concavity_Big;Concavity_Big;4.224228858947754;CourbureTaille;36;
5;23;Concavity_Small;Concavity_Small;2.3726141452789307;CourbureTaille;36;
5;24;Small;Small;0.891624927520752;Taille;16;
5;25;Small;Small;0.9866690635681152;Taille;16;
5;26;Small;Small;0.5807249546051025;Taille;16;
5;27;Small;Small;0.5868618488311768;Taille;16;
5;28;Convexity_Big;Convexity_Big;0.6129188537597656;Courbure;25;
5;29;Convexity_Big;Convexity_Big;0.5740678310394287;Courbure;25;
5;30;Convexity_Big;Concavity_Big;0.7347238063812256;Courbure;25;
5;31;Concavity_Big;Concavity_Big;1.387718915939331;Courbure;25;
5;32;Big;Big;0.7082951068878174;Taille;36;
5;33;Small;Small;0.5755720138549805;Taille;36;
5;34;Big;Big;0.912898063659668;Taille;36;
5;35;Small;Small;0.6903579235076904;Taille;36;
6;0;Big;Big;1.371535062789917;Taille;36;
6;1;Small;Small;0.732231855392456;Taille;36;
6;2;Small;Small;0.7423789501190186;Taille;36;
6;3;Small;Small;1.2454159259796143;Taille;36;
6;4;Concavity_Big;Concavity_Big;1.8620080947875977;Courbure;25;
6;5;Convexity_Big;Convexity_Big;0.7353451251983643;Courbure;25;
6;6;Concavity_Big;Concavity_Big;1.1839499473571777;Courbure;25;
6;7;Convexity_Big;Convexity_Big;0.8489179611206055;Courbure;25;
6;8;Concavity_Big;Concavity_Big;3.090059995651245;CourbureTaille;25;
6;9;Convexity_Small;Convexity_Small;3.0448429584503174;CourbureTaille;25;
6;10;Concavity_Big;Concavity_Big;2.888188123703003;CourbureTaille;25;
6;11;Convexity_Big;Convexity_Big;3.7087910175323486;CourbureTaille;25;
6;12;Convexity_Big;Convexity_Big;1.7763609886169434;CourbureTaille;16;
6;13;Convexity_Small;Convexity_Small;4.224369764328003;CourbureTaille;16;
6;14;Concavity_Big;Concavity_Big;2.9374561309814453;CourbureTaille;16;
6;15;Concavity_Small;Convexity_Small;2.9077467918395996;CourbureTaille;16;
6;16;Concavity_Small;Concavity_Small;4.957357168197632;CourbureTaille;36;
6;17;Convexity_Big;Convexity_Big;3.3335378170013428;CourbureTaille;36;
6;18;Convexity_Big;Convexity_Big;1.4907498359680176;CourbureTaille;36;
6;19;Convexity_Small;Convexity_Small;5.714454174041748;CourbureTaille;36;
6;20;Small;Small;1.1691620349884033;Taille;16;
6;21;Big;Big;0.9181761741638184;Taille;16;
6;22;Big;Big;0.6913609504699707;Taille;16;
6;23;Big;Big;0.7471768856048584;Taille;16;
6;24;Big;Big;0.7279417514801025;Taille;25;
6;25;Small;Small;0.9278991222381592;Taille;25;
6;26;Big;Big;0.7416098117828369;Taille;25;
6;27;Big;Big;0.7729079723358154;Taille;25;
6;28;Concavity_Big;Concavity_Big;0.9493801593780518;Courbure;36;
6;29;Concavity_Big;Concavity_Big;0.7581822872161865;Courbure;36;
6;30;Convexity_Big;Convexity_Big;0.6848628520965576;Courbure;36;
6;31;Concavity_Big;Concavity_Big;0.6914119720458984;Courbure;36;
6;32;Convexity_Big;Convexity_Big;0.8194718360900879;Courbure;16;
6;33;Concavity_Big;Concavity_Big;1.0256061553955078;Courbure;16;
6;34;Convexity_Big;Convexity_Big;0.8694882392883301;Courbure;16;
6;35;Concavity_Big;Concavity_Big;1.187485933303833;Courbure;16;
